計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,IHクッキングヒーター,電気オーブン・レンジ,エコキュート,居間エアコン,エアコン・北和室,キッチン電灯,未使用,リビング電灯,不明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
201805011200+0900,-,-,-,926,0,522,0,0,0,0,56,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,926,-,-,5,-,-,-,-,-
201805011230+0900,-,-,-,480,0,0,0,0,16,0,65,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,-,-,19,-,-,-,-,-
201805011300+0900,-,-,-,453,0,0,0,0,120,0,50,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,-,-,26,-,-,-,-,-
201805011330+0900,-,-,-,670,0,243,0,0,96,0,54,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670,-,-,4,-,-,-,-,-
201805011400+0900,-,-,-,422,0,0,0,0,0,0,58,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,-,-,3,-,-,-,-,-
201805011430+0900,-,-,-,476,0,0,0,0,0,0,62,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,-,-,13,-,-,-,-,-
201805011500+0900,-,-,-,241,0,0,0,0,0,0,51,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,-,-,10,-,-,-,-,-
201805011530+0900,-,-,-,387,0,0,0,0,0,0,55,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,-,-,0,-,-,-,-,-
201805011600+0900,-,-,-,454,0,0,0,0,0,0,61,0,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,-,-,0,-,-,-,-,-
201805011630+0900,-,-,-,420,0,0,0,0,0,0,52,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,-,-,0,-,-,-,-,-
201805011700+0900,-,-,-,1117,0,0,0,673,0,0,52,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1117,-,-,0,-,-,-,-,-
201805011730+0900,-,-,-,1244,0,0,0,786,0,0,53,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1244,-,-,0,-,-,-,-,-
201805011800+0900,-,-,-,1164,0,0,0,787,0,0,52,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164,-,-,0,-,-,-,-,-
201805011830+0900,-,-,-,570,0,253,0,53,0,0,67,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,-,-,0,-,-,-,-,-
201805011900+0900,-,-,-,438,0,64,0,0,0,0,88,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,-,-,0,-,-,-,-,-
201805011930+0900,-,-,-,730,0,276,0,0,0,0,88,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730,-,-,26,-,-,-,-,-
201805012000+0900,-,-,-,711,0,126,31,0,0,0,88,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711,-,-,0,-,-,-,-,-
201805012030+0900,-,-,-,1034,0,662,0,0,0,0,73,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1034,-,-,2,-,-,-,-,-
201805012100+0900,-,-,-,464,0,181,0,0,0,0,83,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,-,-,31,-,-,-,-,-
201805012130+0900,-,-,-,509,0,70,0,0,0,0,71,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,-,-,10,-,-,-,-,-
201805012200+0900,-,-,-,886,0,0,0,418,0,0,64,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,886,-,-,0,-,-,-,-,-
201805012230+0900,-,-,-,928,0,0,0,487,0,0,48,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,928,-,-,222,-,-,-,-,-
201805012300+0900,-,-,-,897,0,0,0,490,0,0,53,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897,-,-,69,-,-,-,-,-
201805012330+0900,-,-,-,860,0,0,0,488,0,0,70,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860,-,-,4,-,-,-,-,-
201805020000+0900,-,-,-,942,0,0,0,488,0,0,58,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,942,-,-,9,-,-,-,-,-
201805020030+0900,-,-,-,1000,0,0,0,491,0,0,53,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-,-,74,-,-,-,-,-
201805020100+0900,-,-,-,763,0,0,0,480,0,0,64,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763,-,-,0,-,-,-,-,-
201805020130+0900,-,-,-,858,0,0,0,610,0,0,50,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,858,-,-,5,-,-,-,-,-
201805020200+0900,-,-,-,677,0,0,0,411,0,0,52,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677,-,-,0,-,-,-,-,-
201805020230+0900,-,-,-,234,0,0,0,0,0,0,59,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,-,-,0,-,-,-,-,-
201805020300+0900,-,-,-,206,0,0,0,0,0,0,51,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,-,-,0,-,-,-,-,-
201805020330+0900,-,-,-,307,0,0,0,0,0,0,53,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,-,-,0,-,-,-,-,-
201805020400+0900,-,-,-,462,0,0,0,0,0,0,55,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,-,-,0,-,-,-,-,-
201805020430+0900,-,-,-,226,0,0,0,0,0,0,62,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,-,-,0,-,-,-,-,-
201805020500+0900,-,-,-,622,0,291,0,0,0,0,141,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622,-,-,0,-,-,-,-,-
201805020530+0900,-,-,-,582,0,35,0,0,0,0,130,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582,-,-,10,-,-,-,-,-
201805020600+0900,-,-,-,733,0,179,0,0,0,0,98,0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,-,-,5,-,-,-,-,-
201805020630+0900,-,-,-,548,0,0,0,0,0,0,109,0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548,-,-,14,-,-,-,-,-
201805020700+0900,-,-,-,539,0,0,0,0,0,0,85,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539,-,-,4,-,-,-,-,-
201805020730+0900,-,-,-,452,0,0,0,0,0,0,49,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,-,-,1,-,-,-,-,-
201805020800+0900,-,-,-,562,0,0,0,0,0,0,53,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562,-,-,3,-,-,-,-,-
201805020830+0900,-,-,-,841,0,0,0,0,0,0,62,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841,-,-,0,-,-,-,-,-
201805020900+0900,-,-,-,799,0,0,0,0,0,0,54,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799,-,-,0,-,-,-,-,-
201805020930+0900,-,-,-,792,0,0,0,0,0,0,53,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792,-,-,1,-,-,-,-,-
201805021000+0900,-,-,-,799,0,0,0,0,0,0,56,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799,-,-,10,-,-,-,-,-
201805021030+0900,-,-,-,847,0,0,0,0,0,0,60,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847,-,-,134,-,-,-,-,-
201805021100+0900,-,-,-,669,0,0,0,0,0,0,52,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669,-,-,3,-,-,-,-,-
201805021130+0900,-,-,-,921,0,31,26,0,0,0,52,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,921,-,-,1,-,-,-,-,-
201805021200+0900,-,-,-,870,0,119,45,0,0,0,61,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870,-,-,16,-,-,-,-,-
201805021230+0900,-,-,-,633,0,0,0,0,0,0,48,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633,-,-,0,-,-,-,-,-
201805021300+0900,-,-,-,481,0,0,0,0,0,0,53,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,-,-,0,-,-,-,-,-
201805021330+0900,-,-,-,473,0,0,0,0,0,0,54,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,-,-,40,-,-,-,-,-
201805021400+0900,-,-,-,602,0,0,0,0,0,0,49,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602,-,-,76,-,-,-,-,-
201805021430+0900,-,-,-,754,0,0,0,0,0,0,53,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754,-,-,0,-,-,-,-,-
201805021500+0900,-,-,-,697,0,0,0,0,0,0,54,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697,-,-,0,-,-,-,-,-
201805021530+0900,-,-,-,666,0,0,0,0,0,0,53,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,-,-,0,-,-,-,-,-
201805021600+0900,-,-,-,821,0,142,32,0,0,0,71,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821,-,-,5,-,-,-,-,-
201805021630+0900,-,-,-,630,0,0,22,0,0,0,79,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,-,-,9,-,-,-,-,-
201805021700+0900,-,-,-,1349,0,0,0,677,0,0,70,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1349,-,-,15,-,-,-,-,-
201805021730+0900,-,-,-,1710,0,0,0,806,0,0,70,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710,-,-,3,-,-,-,-,-
201805021800+0900,-,-,-,1784,0,99,0,805,0,0,77,0,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1784,-,-,1,-,-,-,-,-
201805021830+0900,-,-,-,867,0,148,0,124,0,0,108,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867,-,-,3,-,-,-,-,-
201805021900+0900,-,-,-,631,0,0,0,0,0,0,107,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631,-,-,0,-,-,-,-,-
201805021930+0900,-,-,-,895,0,281,0,0,0,0,97,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895,-,-,10,-,-,-,-,-
201805022000+0900,-,-,-,760,0,0,0,0,0,0,87,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760,-,-,0,-,-,-,-,-
201805022030+0900,-,-,-,729,0,0,0,0,0,0,85,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729,-,-,0,-,-,-,-,-
201805022100+0900,-,-,-,679,0,0,0,0,0,0,85,0,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679,-,-,0,-,-,-,-,-
201805022130+0900,-,-,-,705,0,0,0,0,0,0,85,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705,-,-,0,-,-,-,-,-
201805022200+0900,-,-,-,1341,0,0,0,629,0,0,84,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341,-,-,0,-,-,-,-,-
201805022230+0900,-,-,-,1226,0,0,0,615,0,0,85,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1226,-,-,15,-,-,-,-,-
201805022300+0900,-,-,-,1354,0,0,0,629,0,0,84,0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1354,-,-,7,-,-,-,-,-
201805022330+0900,-,-,-,545,0,0,0,0,0,0,82,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,-,-,0,-,-,-,-,-
201805030000+0900,-,-,-,470,0,0,0,0,0,0,98,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,-,-,0,-,-,-,-,-
201805030030+0900,-,-,-,553,0,0,0,0,0,0,145,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553,-,-,0,-,-,-,-,-
201805030100+0900,-,-,-,269,0,0,0,0,0,0,89,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,-,-,0,-,-,-,-,-
201805030130+0900,-,-,-,215,0,0,0,0,0,0,73,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,-,-,0,-,-,-,-,-
201805030200+0900,-,-,-,231,0,0,0,0,0,0,63,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,-,-,0,-,-,-,-,-
201805030230+0900,-,-,-,246,0,0,0,0,0,0,71,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,-,-,0,-,-,-,-,-
201805030300+0900,-,-,-,227,0,0,0,0,0,0,83,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,-,-,0,-,-,-,-,-
201805030330+0900,-,-,-,246,0,0,0,0,0,0,84,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,-,-,0,-,-,-,-,-
201805030400+0900,-,-,-,266,0,0,0,0,0,0,91,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,-,-,0,-,-,-,-,-
201805030430+0900,-,-,-,237,0,0,0,0,0,0,86,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,-,-,0,-,-,-,-,-
201805030500+0900,-,-,-,241,0,0,0,0,0,0,84,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,-,-,0,-,-,-,-,-
201805030530+0900,-,-,-,257,0,0,0,0,0,0,84,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,-,-,0,-,-,-,-,-
201805030600+0900,-,-,-,250,0,0,0,0,0,0,85,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,-,-,0,-,-,-,-,-
201805030630+0900,-,-,-,454,0,0,0,0,0,0,84,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,-,-,0,-,-,-,-,-
201805030700+0900,-,-,-,488,0,0,0,0,0,0,81,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488,-,-,0,-,-,-,-,-
201805030730+0900,-,-,-,465,0,0,0,0,0,0,83,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,-,-,0,-,-,-,-,-
201805030800+0900,-,-,-,1111,0,635,27,0,0,0,53,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111,-,-,20,-,-,-,-,-
201805030830+0900,-,-,-,334,0,11,0,0,0,0,69,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,-,-,9,-,-,-,-,-
201805030900+0900,-,-,-,244,0,0,0,0,0,0,79,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,-,-,0,-,-,-,-,-
201805030930+0900,-,-,-,265,0,0,0,0,0,0,57,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,-,-,7,-,-,-,-,-
